id	icon_bg_type	range_key	np	sp
704100303	6	all	20	0
942100401	1	summon_area	0	100
984010601	1	myself	0	0
335703	5			
24701	6			
984020201	6	one_col	0	0
799980202	6	all	10	0
780101302	6	one	20	0
600300101	6	one	0	0
931600101	6	one	0	0
101101303	5	all	10	0
301500104	6	one	0	0
4901003	5			
4901002	5			
403200202	6	one_row	10	0
911200301	6	all	0	0
9024	5			
984020801	1	myself	0	0
403200302	6	all	20	0
4900904	5			
4900903	5			
600300205	6	one_col	10	0
101101304	5	all	10	0
301500404	6	one_col	0	0
803700401	6	all	0	0
900500101	6	myself	0	0
911700201	6	one_col	0	0
912100301	6	myself	0	0
942100105	6	one	0	0
4900803	5			
911400301	6	one	0	0
4900801	5			
600301301	6	all	20	0
801600301	6	one	0	100
912100801	6	myself	0	0
4900704	5			
4900703	5			
301500204	6	one	10	0
403201302	6	all	20	0
704100103	6	one	0	0
942100201	6	one_row	10	0
4900702	5			
300901	5			
21502	6			
912100811	6	myself	0	0
912900201	6	all	0	0
300902	5			
907800401	6	all	0	0
700300301	6	all	20	0
301500504	6	tian	10	0
703600104	6	one	0	0
4900602	5			
942101305	6	all	20	0
403200102	6	one	0	0
300904	5			
100300103	6	one	0	0
4900505	5			
4900504	5			
300905	5			
4900503	5			
301501304	6	one_col	20	0
402100304	6	one	20	0
301500304	6	one_col	20	0
100301303	6	one	20	0
305002	5			
4900405	5			
401400104	6	one	0	0
601900303	5	myself	20	0
24702	6			
4900402	5			
702800101	6	one	0	0
4900305	5			
305004	5			
300500102	6	one	0	0
601900202	5	all	10	0
703601304	6	one	20	0
703600304	6	one	20	0
913400201	6	myself	0	0
309101	5			
913800401	5			
950500201	6	one	0	0
4900301	5			
309102	5			
902300101	5	all	0	0
4900205	5			
601400203	6	one	10	0
309103	5			
703100305	6	one	20	0
4900204	5			
907800603	6	one	0	0
309104	5			
4900202	5			
4900201	5			
201101302	5	all	10	0
201101304	5	all	10	0
300400105	6	one	0	0
313201	5			
701000205	6	one_col	10	0
601901402	6	all	0	0
601900402	6	all	0	0
313202	5			
914100501	6	all	0	100
903600101	6	one	0	0
500200201	6	one	10	0
500200205	6	one	10	0
4900103	5			
400600303	6	one	20	0
21503	6			
701001301	6	one	20	0
301000401	5	summon_area	0	100
300400104	6	one	0	0
201100202	5	all	10	0
201100204	5	all	10	0
914100601	6	one	0	0
912800201	6	all	0	0
603500103	6	one	0	0
4900005	5			
303100101	6	one	0	0
303100105	6	one	0	0
913210501	6	one	0	0
400600103	6	one	0	0
100100103	6	one	0	0
317303	5			
301000201	6	one	10	0
201100102	6	one	0	0
201100104	6	one	0	0
500201301	6	all	20	0
500201305	6	all	20	0
500200301	6	all	20	0
500200305	6	all	20	0
317305	5			
912300101	6	one	0	0
24703	6			
400700203	6	one	10	0
4803701	5			
904400301	6	one_col	0	0
8513	5			
700501303	6	all	20	0
703100201	6	one_row	10	0
603501303	6	one	20	0
603500303	6	one	20	0
500200101	6	one	0	0
500200105	6	one	0	0
303100201	6	one_col	10	0
303100205	6	one_col	10	0
400600203	6	one	10	0
301001301	6	all	20	0
301001305	6	all	20	0
301000301	6	all	20	0
301000305	6	all	20	0
702600202	6	myself	10	0
603000304	6	one	20	0
401200103	6	one	0	0
4803401	5			
984110601	1	myself	0	0
4802801	5			
4802701	5			
700300101	6	one	0	0
325503	5			
700500102	6	one	0	0
931700101	6	one	0	0
301000101	6	one	0	0
301000105	6	one	0	0
702400101	6	one	0	0
984100601	1	myself	0	0
4802401	5			
303101301	6	one	20	0
303101305	6	one	20	0
303100301	6	one	20	0
303100305	6	one	20	0
4802302	5			
1100010250	6			
329602	5			
700511302	6	all	20	0
700510302	6	all	20	0
4780203	5			
329603	5			
984100201	6	all	0	0
1100010362				
984110801	1	myself	0	0
603010104	6	one	0	20
603200305	6	all	20	0
4780101	5			
700501302	6	all	20	0
700500302	6	all	20	0
4802101	5			
600900404	6	one_col	0	0
904400101	6	one	0	0
4801801	5			
4801601	5			
603000104	6	one_row	0	0
942200201	6	all	10	0
984110401	6	all	0	0
400100304	6	all	20	0
333703	5			
4801501	5			
501800402	5	all	0	0
4801405	5			
780200102	6	one	0	0
810100101	6	one	0	20
500111301	6	one	20	0
940100101	6	one	0	0
333705	5			
942201305	6	one	20	0
603011304	6	one	0	0
603010304	6	one	0	50
1100040042	5			
400100104	6	one_col	0	0
922800702	6			
300500202	6	one	10	0
501800202	6	one	10	0
402201304	6	all	20	0
337803	5			
402200304	6	all	20	0
4801402	5			
704201303	6	one	20	0
302600402	6	all	20	0
913900503	6	myself	0	0
4801401	5			
702601302	6	all	20	0
337805	5			
601600105	6	one_col	0	0
780201302	6	myself	20	0
780200302	6	myself	20	0
4800905	5			
810100301	6	all	0	60
4800904	5			
402200104	6	one	0	0
4800903	5			
4800902	5			
302600202	5	one_col	10	0
940700201	6	one	0	0
400100204	6	tian	10	0
501801302	6	one_col	20	0
4801105	5			
501800302	6	one_col	20	0
305000101	6	one	0	0
1100020362	6			
4801102	5			
4801101	5			
4801005	5			
4801004	5			
22401	6			
942200105	6	one	0	0
910700301	6	all	0	100
4801002	5			
4801001	5			
4800805	5			
501800102	6	one	0	0
923000301	6	all	0	100
941510101	6	one	0	0
303001	5			
402200204	6	one	10	0
302601302	6	one	20	0
940110101	6	one	0	0
400101304	6	all	20	0
1100070058	6	myself	0	0
1100070074	6	myself	0	0
1100060010	5			
303003	5			
1100060042	5			
4710204	5			
4710202	5			
303004	5			
8514	5			
1100050042	5			
4710102	5			
303005	5			
302600102	6	one	0	0
900300201	6	one_col	0	0
4780205	5			
4780204	5			
9026	5			
307102	5			
4780202	5			
4780201	5			
4780105	5			
307103	5			
4780104	5			
4780103	5			
4780102	5			
307104	5			
4503202	5			
4750204	5			
4600204	5			
307105	5			
4750202	5			
311201	5			
4750201	5			
703200201	6	all	0	0
4750105	5			
311202	5			
4750104	5			
4750103	5			
4503205	5			
311203	5			
501300203	6	one	10	0
4750101	5			
911100101	6	one	0	0
902400101	4	one	0	0
910800301	6	all	0	100
601500203	6	all	10	0
703200801	6	one	0	0
311205	5			
301500302	6	one_col	20	0
315301	5			
22402	6			
4704503	5			
110008004	5			
315302	5			
4704501	5			
4704405	5			
701100205	5	one_except_self	5	0
315303	5			
904501401	6	one_col	0	0
904500401	6	one_col	0	0
4704404	5			
315304	5			
4704403	5			
906600101	6	one	0	0
501301303	6	all	20	0
315305	5			
501300303	6	all	20	0
304200403	6	myself	20	0
701100301	5	all	10	0
4704402	5			
910800501	6	one	0	0
703201001	6	all	0	0
911200501	6	myself	0	0
984200201	6	one	0	0
906100102	6	all	0	0
1040101	3	one	0	0
4704305	5			
1040102	3	one	0	0
4704304	5			
501300103	6	one	0	0
600800202	6	one	5	0
304200203	5			
4704302	5			
910800101	6	one	0	0
703200601	6	one	0	0
603100104	6	one	0	0
102401304	5	all	10	0
984210401	6	myself	0	0
904000801	5			
1040108	6	all	0	0
4704204	5			
1040109	6	all	0	0
4704203	5			
1040110	6	all	0	0
5600003	6	myself	0	0
5600007	6	myself	0	0
101900305	4	all	10	0
323504	5			
984200401	6	myself	0	0
4704104	5			
906100302	6	all	0	100
323505	5			
704501305	6	all	20	0
327601	5			
304201303	6	all	20	0
911000402	6	one	0	0
304200303	6	all	20	0
327602	5			
700700203	6	one	10	0
4704005	5			
603101304	6	all	20	0
603100304	6	all	20	0
5600008	6	myself	0	0
984210601	1	myself	0	0
101100101	6	one	0	0
101100102	6	one	0	0
101100103	6	one	0	0
101100104	6	one	0	0
801800101	6	one_row	0	0
304200103	6	one	0	0
702200203	6	myself	10	0
331701	5			
4704003	5			
912101301	6	myself	0	0
4704001	5			
101100301	5	all	10	0
101100302	5	all	10	0
500800204	2	one	5	0
101100304	5	all	10	0
101100305	5	all	10	0
700100103	6	one	0	0
600500205	6	one_row	10	0
4703606	5			
331704	5			
913220201	6	one_row	0	100
4703604	5			
603100504	6	one	0	0
331705	5			
942300105	6	one	0	0
335801	5			
4703603	5			
4703602	5			
5600002	6	myself	0	0
600501301	6	one	20	0
600500301	6	one	20	0
901800301	2	one	0	0
601601305	6	one	20	0
335803	5			
4703503	5			
940210101	6	one	0	0
704300103	6	one	0	0
942300201	6	all	10	0
101100202	5	all	5	0
500800304	2	all	10	0
101100204	5	all	5	0
101100205	5	all	5	0
4703502	5			
200401304	6	one_row	10	0
4703405	5			
601600203	6	all	10	0
940200101	6	one	0	0
4703403	5			
4703402	5			
942301305	6	myself	20	0
942300305	6	myself	20	0
4703401	5			
500800104	6	one	0	0
4703306	5			
4703305	5			
401200202	6	one_col	10	0
702801301	6	all	20	0
4703303	5			
4703302	5			
912100101	6	myself	0	0
704301303	6	myself	20	0
704300303	6	myself	20	0
4703105	5			
401500401	6	one	0	0
4703103	5			
4703102	5			
4703101	5			
4703005	5			
4703004	5			
932700201	6	all	0	0
602100202	6	all	10	0
803400202	6	all	0	0
301001	5			
4703002	5			
4703001	5			
4702905	5			
301002	5			
950700201	6	one	0	0
401201302	6	one	20	0
932800201	6	all	0	0
801300102	6	one	0	0
704300203	6	all	10	0
502500205	6	one	10	0
710100404	1	summon_area	0	100
301004	5			
4702901	5			
4702805	5			
200100202	5	one_except_self	5	0
200100204	5	one_except_self	5	0
601500303	6	one	20	0
305101	5			
4702803	5			
703000302	6	all	20	0
502600101	6	one	0	0
305102	5			
4702616	5			
4702615	5			
201100304	5	all	10	0
305103	5			
4702613	5			
913110701	1		0	0
200100102	6	one	0	0
200100104	6	one	0	0
4702611	5			
940800201	6	one	0	0
902500301	6	all	0	100
305105	5			
4702604	5			
309201	5			
4702603	5			
20101	6			
4702602	5			
309202	5			
4702601	5			
102101302	2	all	10	0
900400201	6	one_row	0	0
400700103	6	one	0	0
4702504	5			
4702503	5			
940900201	4	one	0	0
910900101	6	one	0	0
4702501	5			
500301301	6	all	20	0
500301305	6	all	20	0
309205	5			
500300301	6	all	20	0
500300305	6	all	20	0
980101001	6	all	0	0
941400101	6	all	0	0
704100205	6	one_row	10	0
313302	5			
600201303	6	all	20	0
601500101	6	one	0	0
4702401	5			
200101302	5	all	10	0
703300201	6	all	10	0
913000401	6	myself	0	0
4702305	5			
500300101	6	one	0	0
500300105	6	one	0	0
303200205	6	one_col	10	0
4702304	5			
908800601	6	one	0	0
401900203	5	all	0	0
902500101	6	one	0	0
4702302	5			
910900301	6	all	0	0
703301305	6	one	20	0
703300305	6	one	20	0
4702301	5			
8516	5			
4702205	5			
317403	5			
980101201	6	one	0	0
980100201	6	all	0	0
908800201	6	one	0	0
317404	5			
601100204	5	myself	0	0
9028	5			
802700301	6	all	0	100
703300401	6	one	0	0
1040201	3	one	0	0
321501	5			
500300201	6	one	10	0
500300205	6	one	10	0
400701303	6	one	20	0
303200305	6	one	20	0
400700303	6	one	20	0
703600301	6	one	20	0
1040205	6	one	0	0
321503	5			
1040206	6	one	0	0
4702202	5			
1040207	6	one	0	0
20102	6			
913000201	6	all	0	0
4702201	5			
1040209	6	one	0	0
303200101	6	one	0	0
303200105	6	one	0	0
700701302	6	shizi1	20	0
700700302	6	shizi1	20	0
4701305	5			
4701304	5			
325602	5			
4701303	5			
4701302	5			
603200104	6	one	0	0
325603	5			
4701301	5			
984100301	6	myself	0	0
4701104	5			
325604	5			
90031801	6	one	0	
4701102	5			
4701101	5			
325605	5			
90030001	3	one	0	0
329701	5			
23302	6			
1000204	6	one	0	0
603211304	6	one	20	100
603210304	6	one	20	0
4701003	5			
4701002	5			
4701001	5			
329703	5			
4700905	5			
4700904	5			
600200201	6	tian	10	0
702800202	6	tian	10	0
603201304	6	all	20	100
603200304	6	all	20	0
4700902	5			
329705	5			
1000302	3	all1	0	0
333801	5			
4700705	5			
4700704	5			
1030201	3	one	0	0
801900101	6	one	0	0
931900101	6	one	0	0
1010303	3	all	0	0
402300104	6	one	0	0
333803	5			
4700701	5			
4700515	5			
4700514	5			
333804	5			
501901302	6	one	20	0
4700513	5			
4700512	5			
501900302	6	one	20	0
600600205	6	one_col	10	0
337901	5			
4700511	5			
914400101	6	one	0	0
4700504	5			
20103	6			
4700503	5			
603210104	6	one	0	0
500410202	6	all	0	30
337903	5			
941900201	6	one_row	10	0
600601301	6	one_col	20	0
600600301	6	one_col	20	0
304800202	6		0	0
4700313	5			
1040309	6	all	0	0
402300204	6	one	10	0
337905	5			
704400103	6	one	0	0
400201304	6	all	20	0
4700311	5			
400200304	6	all	20	0
600101302	6	all	20	0
801400302	6	all	0	0
4700305	5			
4700304	5			
4700303	5			
4700302	5			
940300101	6	one	0	0
4700301	5			
23303	6			
4700105	5			
302700102	5	one_row	0	0
913800201	6	all	10	0
400200104	6	one	0	0
4700103	5			
4700102	5			
501900202	6	one_col	10	0
4700101	5			
402301304	6	one	20	0
710200204	6	one	10	0
402300304	6	one	20	0
940310101	6	one	0	0
4603504	5			
302700402	6	one	0	0
8517	5			
700100101	6	one	0	0
4603502	5			
303101	5			
4603501	5			
500401303	6	all	20	0
4603304	5			
304800102	6	one	0	0
9029	5			
502500201	6	one	10	0
304311304	6	one	20	0
304810202	6	all	0	30
302700202	6	all	10	0
4603301	5			
950800201	6	one	0	0
303104	5			
602100301	6	one	20	0
600100102	6	one	0	0
4603104	5			
303105	5			
4603103	5			
307201	5			
300500304	6	one	20	0
4603101	5			
710200401	5	summon_area	0	100
307202	5			
4603214	5			
4603213	5			
402900103	6	one	0	0
307203	5			
701300205	2	one_row	10	0
4603211	5			
4603205	5			
307204	5			
201501305	6	one	20	0
1100010251	6			
201500302	6	one	20	0
304810302	6	one	0	50
501401303	6	one	10	0
311301	5			
501400303	6	one	10	0
4603201	5			
701301301	2	all	10	0
701300301	2	all	20	0
4603015	5			
700700102	6	one	0	0
4603013	5			
311303	5			
913100201	6	one_row	0	0
980100801	6	one	0	0
304810102	6	one_col	0	20
403900101	6	one_col	0	0
403900105	6	one_col	0	0
983600301	6	all	10	0
501400103	6	one	0	0
311305	5			
4603005	5			
315401	5			
302201303	6	one	20	0
4603004	5			
302200303	6	one	20	0
913100801	6	myself	0	0
304810402	6	all	0	30
913110401	6	one_col	0	40
4603003	5			
315403	5			
4603002	5			
980100101	6	one	0	0
1100040011	5			
315404	5			
4602804	5			
1000106	6	one	0	0
703400201	5	all	5	0
315405	5			
302200103	6	one	0	0
319501	5			
4602802	5			
403900201	6	one_row	10	0
403900205	6	one_row	10	0
501400203	5	one_except_self	5	0
4602801	5			
304300303	6	one	20	0
1040106	6	all	0	0
300110303	6	one	20	0
603301304	6	one	20	0
703400305	5	all	10	0
1040203	3	one	0	0
1040303	4	all	0	0
1040304	6	all	0	0
913110601	1		0	0
4602102	5			
1040305	6	all	0	0
4602101	5			
1040306	6	all	0	0
304300103	6	one	0	0
1040307	6	all	0	0
20303	6			
300110103	6	one	0	0
4601904	5			
302200203	5	myself	0	0
403901301	6	one	20	0
403901305	6	one	20	0
403900301	6	one	20	0
403900305	6	one	20	0
21902	6			
323604	5			
4601902	5			
20401	6			
23201	6			
323605	5			
4601604	5			
327701	5			
24203	6			
4601602	5			
913110801	1		0	0
327702	5			
4601601	5			
1100070011	5			
600700301	6	one	20	0
304300203	6	one	10	0
24201	6			
1100070075	6	myself	0	0
300110203	6	one	10	0
327704	5			
304310303	6	all	0	50
8506	5			
4601502	5			
327705	5			
700301303	6	all	20	0
331801	5			
700300303	6	all	20	0
600700405	6	one_except_self	0	0
23902	6			
331802	5			
940400101	6	one	0	0
602800105	6	one	0	0
9030	5			
304310103	6	one_row	0	20
4601405	5			
8520	5			
8528	5			
331804	5			
750100104	6	one	0	0
4601402	5			
4601401	5			
503001304	6	one	20	0
202300403	5	one	5	0
503000304	6	one	20	0
602800201	5	one	0	0
304310403	6	all	0	30
704500303	6	all	20	0
335902	5			
8568	5			
4601103	5			
4601102	5			
335903	5			
930100101	6	one	0	0
600700101	6	one	0	0
932000101	6	one	0	0
702400203	6	all	10	0
602801305	6	one_row	20	0
602800305	6	one_row	20	0
304310203	6	all	0	30
335905	5			
9033	5			
950900201	6	one	0	0
750101304	6	one	20	0
750100304	6	one	20	0
600200102	6	one	0	0
9110	5			
600700205	5			
4600903	5			
4600902	5			
602800401	5	myself	0	0
9034	5			
4600805	5			
4600804	5			
5700002	6	myself	0	0
4600802	5			
4600801	5			
300103	5			
600701301	6	one	20	0
300303	5			
4600703	5			
24202	6			
4600702	5			
503000204	6	one_col	10	0
912100611	6	myself	0	0
940410101	6	one	0	0
4600701	5			
4600605	5			
4600604	5			
301202	5			
600201302	6	all	20	0
600200302	6	all	20	0
4600602	5			
4600601	5			
300903	5			
301102	5			
4600504	5			
704000104	6	one	0	0
942000202	6	one_row	10	0
301103	5			
900600201	6	myself	0	0
301601	5			
4600502	5			
301104	5			
301003	5			
301805	5			
201200102	6	one	0	0
201200104	6	one	0	0
4600304	5			
305201	5			
302401	5			
301602	5			
4600301	5			
305202	5			
302302	5			
4750203	5			
4600203	5			
305203	5			
302005	5			
4600201	5			
703500201	6	one	10	0
704001304	6	all	20	0
704000304	6	all	20	0
500400101	6	one	0	0
500400105	6	one	0	0
305205	5			
4600105	5			
309301	5			
4600104	5			
303202	5			
502500301	6	one	20	0
502500305	6	one	20	0
703501305	6	one	20	0
4600102	5			
703500305	6	one	20	0
309303	5			
500400401	6	one_except_self	0	100
101200304	6	one_row	10	0
4750102	5			
309304	5			
201201302	6	all	20	0
201201304	6	all	20	0
101200204	5	one_except_self	5	0
301200101	6	one	0	0
301200105	6	one	0	0
502500105	6	one	0	0
4503203	5			
402900203	2	myself	0	20
4750205	5			
500400201	5			
500400205	5			
24001	6			
4503105	5			
8519	5			
500410305	6	one	0	50
902700301	6	one	0	0
502500401	6	one	0	0
502500405	6	one	0	0
201200204	6	one	10	0
4503104	5			
4503103	5			
913200201	6	all	0	0
4503102	5			
317501	5			
4503101	5			
700901302	6	one	20	0
500410101	6	one_row	0	20
500410105	6	one_row	0	20
8525	5			
301200201	6	one	10	0
301200205	6	one	10	0
402901303	5	one_except_self	10	0
703500105	6	one	0	0
402900303	5	one_except_self	10	0
500400301	6	all	20	0
500400305	6	all	20	0
913210401	6	all	0	100
8534	5			
4503003	5			
500410401	6	all	0	0
8510	5			
910600102	6	one_col	0	0
4503001	5			
9035	5			
703400302	5	all	10	0
799980105	6	one	0	0
913200401	6	all	0	40
4502603	5			
404001305	6	all	20	0
321603	5			
913220601	6		0	0
4502601	5			
301201301	6	one	20	0
301201305	6	one	20	0
301200301	6	one	20	0
301200305	6	one	20	0
703000202	6	one_row	10	0
799980201	6	all	10	0
4502505	5			
799991305	6	one	20	0
799990305	6	one	20	0
913210601	6	myself	0	0
4502504	5			
325702	5			
500410501	6	all	0	0
700900102	6	one	0	0
922300101	6	one	0	0
932100101	6	one	0	0
4502502	5			
799981305	6	all	20	0
799980305	6	all	20	0
325704	5			
799990401	1	summon_area	0	100
9302	5			
750201304	6	one	20	0
750200304	6	one	20	0
700300201	6	one_col	10	0
500410301	6	one	0	50
600800205	6	one	5	0
910600902	6	myself	0	0
4501904	5			
329802	5			
799980401	1	summon_area	0	100
302601	5			
4501902	5			
329803	5			
4501901	5			
4501805	5			
302802	5			
913220401	6		0	0
600801301	6	one	10	0
600800301	6	one	10	0
303205	5			
329805	5			
904601301	6	one	0	0
333901	5			
940510101	6	one	0	0
400301304	6	tian	20	0
799990105	6	one	0	0
333902	5			
400300304	6	tian	20	0
4501801	5			
303604	5			
333903	5			
24901	6			
4501403	5			
4501402	5			
940500101	6	one	0	0
4501401	5			
4501305	5			
4501304	5			
333905	5			
304602	5			
400300104	6	one	0	0
750200104	6	one	0	0
21901	6			
780100103	6	one	0	0
304900302	6	one	20	0
4501302	5			
4501301	5			
306102	5			
338003	5			
306303	5			
4501003	5			
4501002	5			
338004	5			
4501001	5			
306802	5			
307205	5			
600800101	6	one	0	0
307701	5			
304900102	6	one	0	0
704101304	6	all	20	0
704100304	6	all	20	0
4500802	5			
4500801	5			
303601	5			
4500604	5			
400300204	6	one_row	10	0
308601	5			
780101303	6	one	20	0
780100303	6	one	20	0
4500602	5			
303502	5			
309903	5			
4500414	5			
309203	5			
4500412	5			
4500411	5			
9032	5			
4500405	5			
309604	5			
309905	5			
4500402	5			
4500401	5			
4500305	5			
304900202	6	one_row	10	0
310103	5			
1030102	3	one	0	0
4500302	5			
303201	5			
309804	5			
4500205	5			
200700401	6	one	5	0
200700403	6	one	5	0
200700405	6	one	5	0
902800301	6	one	0	0
701000302	6	one	20	0
303203	5			
310701	5			
4500202	5			
4500201	5			
704100104	6	one	0	0
200701303	2	one	10	0
200701305	2	one	10	0
311204	5			
900700201	6	myself	0	0
200700301	2	one	10	0
200700303	2	one	10	0
200700305	2	one	10	0
4500114	5			
310504	5			
307302	5			
703600105	6	one	0	0
4500112	5			
4500111	5			
907000301	4	one	0	0
4500105	5			
701301303	2	all	10	0
4500103	5			
200700201	6	one	0	0
200700203	6	one	0	0
200700205	6	one	0	0
911200701	6	one	0	0
307305	5			
4500102	5			
703600201	6	one	10	0
302300103	6	one	0	0
4500101	5			
4404005	5			
404000201	6	one_row	10	0
404000205	6	one_row	10	0
300804	5			
401901301	6	all	10	0
200700103	6	one	0	0
902800101	6	one	0	0
401900301	6	all	10	0
601900203	5	all	10	0
703601305	6	one	20	0
703600305	6	one	20	0
4404003	5			
4404002	5			
311405	5			
801300302	6	all	0	0
200700501	6	all	5	0
301101	5			
701000102	6	one	0	0
4403904	5			
601400204	6	one	10	0
401900101	6	one	0	0
401900105	6	one	0	0
703600401	5	one	10	0
911210501	6	all	0	100
302300203	6	one	5	0
404001301	6	all	20	0
907000101	4	one	0	0
404000301	6	all	20	0
404000305	6	all	20	0
300200303	6	one	20	0
4403903	5			
315505	5			
601901403	6	all	0	0
601900403	6	all	0	0
300701	5			
301105	5			
911210101	6	one_row	0	0
100100101	6	one	0	0
100100102	6	one	0	0
100101301	6	one_col	20	0
404000101	6	one	0	0
100100105	6	one	0	0
100101304	6	one_col	20	0
100101305	6	one_col	20	0
21903	6			
401900201	5	all	0	0
911200101	6	one_row	0	0
302301303	6	one	10	0
100100301	6	one_col	20	0
100100302	6	one_col	20	0
100100303	6	one_col	20	0
100100304	6	one_col	20	0
100100305	6	one_col	20	0
930100201	6	one	0	0
4403505	5			
323702	5			
4403504	5			
4403503	5			
302404	5			
323703	5			
702900302	6	all	20	0
911210301	6	all	0	0
4403205	5			
323704	5			
4403204	5			
4403203	5			
4403202	5			
102200304	2	one	20	0
600900501	6	one	0	0
25103	6			
8521	5			
303701	5			
603000201	6	all	10	0
603501304	6	one	20	0
603500304	6	one	20	0
100100202	2	all	10	0
100100203	2	all	10	0
100100204	2	all	10	0
100100205	2	all	10	0
4403105	5			
4403104	5			
327804	5			
802200101	6	one	0	0
932200101	6	one	0	0
603001305	6	one	20	0
603000305	6	one	20	0
4403103	5			
331901	5			
4403102	5			
4403101	5			
304405	5			
501000204	6	one	10	0
102200202	5	one	10	0
700500103	6	one	0	0
102200204	5	one	10	0
600900205	6	all	10	0
4402904	5			
305505	5			
603000401	6	one_except_self	0	100
331904	5			
4402902	5			
201200201	6	one	10	0
102200401	6	all	0	0
102200402	6	all	0	0
102200403	6	all	0	0
102200404	6	all	0	0
600901301	6	all	20	0
802200301	6	one	0	100
700510303	6	all	20	0
336002	5			
1100010332	6			
503100204	6	one_row	10	0
4402304	5			
940610101	6	one	0	0
603010105	6	one	0	20
308603	5			
501000304	6	all	20	0
102200101	6	one	0	0
102200102	6	one	0	0
102200103	6	one	0	0
102200104	6	one	0	0
102201302	2	one	20	0
102201303	2	one	20	0
940600101	6	one	0	0
603000105	6	one_row	0	0
942200202	6	all	10	0
603010201	6	all	0	30
403500102	6	one_row	0	0
102200301	2	one	20	0
102200302	2	one	20	0
102200303	2	one	20	0
5800004	6	myself	0	0
401400202	6	one	10	0
303403	5			
503101304	6	all	20	0
308405	5			
503100304	6	all	20	0
4402204	5			
603011305	6	one	0	0
603010305	6	one	0	50
4402203	5			
1100040060	5			
4402201	5			
4402105	5			
1100030012	6			
4402103	5			
5800001	6	myself	0	0
5800005	6	myself	0	0
309805	5			
704201304	6	one	20	0
704200304	6	one	20	0
603010401	5			
403500202	6	all	10	0
4402004	5			
951100201	6	one	0	0
4402003	5			
780201303	6	myself	20	0
780200303	6	myself	20	0
309505	5			
1100010092	6			
301203	5			
502600305	6	one	20	0
1100010140	6			
101201302	6	one_row	10	0
301204	5			
200200202	5	all	10	0
200200204	5	all	10	0
1100010220	6			
301205	5			
1100020332	6			
305301	5			
4401505	5			
1100020380	6			
4401503	5			
305302	5			
311804	5			
4401501	5			
907100101	6	one_row	0	0
200200102	6	one	0	0
200200104	6	one	0	0
202300406	5	myself	5	0
312403	5			
305304	5			
902900301	6	one	0	0
4401404	5			
4401403	5			
305305	5			
202301302	5	one	10	0
202301304	5	one	10	0
4401402	5			
1100070060	6			
1100070076	6	myself	0	0
202300302	5	one	10	0
202300304	5	one	10	0
313603	5			
306305	5			
1020101	4	one	0	0
502600201	6	all	10	0
911300101	6	one	0	0
1100070204	6			
1020103	4	one	0	0
4401201	5			
1020104	6	one	0	0
907100301	6	all	0	0
1020105	6	one	0	0
202300202	5	myself	0	0
202300204	5	myself	0	0
4400705	5			
1020107	6	one	0	0
316203	5			
1020108	6	one	0	0
200201302	5	all	20	0
200201304	5	all	20	0
4400703	5			
1020110	6	one	0	0
4400702	5			
315804	5			
4400605	5			
202300102	6	one_col	0	0
202300104	6	one_col	0	0
502601301	6	one	20	0
502601305	6	one	20	0
502600301	6	one	20	0
911300301	6	all	0	100
317601	5			
201500301	6	one	20	0
4400603	5			
4400602	5			
317602	5			
4400601	5			
4400505	5			
4400504	5			
317603	5			
701100102	6	one	0	0
4400503	5			
601500204	6	all	10	0
502600105	6	one	0	0
316501	5			
4400501	5			
4400405	5			
317605	5			
4400404	5			
321701	5			
22802	6			
4400403	5			
4400402	5			
321702	5			
4400401	5			
4400305	5			
4400304	5			
321703	5			
318502	5			
4400302	5			
4400301	5			
321704	5			
4400205	5			
4400204	5			
701101302	5	all	10	0
802300301	6	all	0	100
4400203	5			
325801	5			
318204	5			
4400201	5			
901200201	6	myself	0	0
325802	5			
4400104	5			
318802	5			
4400102	5			
325803	5			
930200201	6	one	0	0
4400101	5			
4305005	5			
325804	5			
4305004	5			
940700101	6	one	0	0
603100105	6	one	0	0
325805	5			
4305003	5			
329901	5			
4305002	5			
400400104	6	one	0	0
4305001	5			
329902	5			
300800202	6	one	10	0
4304905	5			
4304904	5			
329903	5			
4304903	5			
603100201	6	all	10	0
4304902	5			
329904	5			
4304901	5			
4304815	5			
4304814	5			
329905	5			
304004	5			
334001	5			
802300101	6	one_row	0	0
932300101	6	one_col	0	0
700101303	6	all	20	0
603101305	6	all	20	0
603100305	6	all	20	0
4304811	5			
984210602	1	myself	0	0
334003	5			
951200201	6	one	0	0
400400204	6	one_row	10	0
300801302	6	one	20	0
600500102	6	one	0	0
300800302	6	one	20	0
702200204	6	myself	10	0
4304805	5			
334005	5			
603100401	1	summon_area	0	100
338101	5			
4304804	5			
4304803	5			
303801	5			
338102	5			
4304801	5			
700100104	6	one	0	0
4304505	5			
300800102	6	one	0	0
4304504	5			
305000202	5	all	10	0
601400401	1	summon_area	0	100
603100505	6	one	0	0
4304502	5			
940710101	6	one	0	0
400401304	6	all	20	0
338105	5			
400400304	6	all	20	0
4304501	5			
600501302	6	one	20	0
600500302	6	one	20	0
4304315	5			
305000502	6	one	0	0
4304314	5			
4304313	5			
306603	5			
704300104	6	one	0	0
942300202	6	all	10	0
306905	5			
4304305	5			
700101304	6	all	20	0
700100304	6	all	20	0
4304304	5			
305001302	6	one	20	0
307003	5			
305000302	6	myself	20	0
4304302	5			
301000205	6	one	10	0
306902	5			
4304204	5			
4304203	5			
