id	name	lv	desc	desc2	group	key	next_id	nFightSkillId	costId	icon	icon2	range_key	jPropertys
330601	繁奏	1	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>10%</color>早める	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>15%</color>早める	3306	330601	330602	330601	2001	3306	5	one	
304502	タレント効果304502	2	対象を攻撃した後,24%の確率で対象に<skillEff=火傷>を付与,2ターン継続	テスト2<skillEff=中毒>	3045	304502	304503	304502	3004	1	1	one	
313202	オーバーフロー	2	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+10%</color>	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+15%</color>	3132	313202	313203	313202	3003	3132	1	one	
321902	怪力抑制	2	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>40%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>60%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	3219	321902	321903	321902	3002	3219	5	one	
330602	繁奏	2	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>15%</color>早める	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>20%</color>早める	3306	330602	330603	330602	3001	3306	5	one	
304503	タレント効果304503	3	対象を攻撃した後,32%の確率で対象に<skillEff=火傷>を付与,2ターン継続	テスト2<skillEff=中毒>	3045	304503	304504	304503	4008	1	1	one	
313203	オーバーフロー	3	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+15%</color>	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+20%</color>	3132	313203	313204	313203	4007	3132	1	one	
321903	怪力抑制	3	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>60%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	3219	321903	321904	321903	4006	3219	5	one	
330603	繁奏	3	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>20%</color>早める	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>25%</color>早める	3306	330603	330604	330603	4005	3306	5	one	
304504	タレント効果304504	4	対象を攻撃した後,40%の確率で対象に<skillEff=火傷>を付与,2ターン継続	テスト2<skillEff=中毒>	3045	304504	304505	304504	5008	1	1	one	
313204	オーバーフロー	4	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+20%</color>	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+25%</color>	3132	313204	313205	313204	5007	3132	1	one	
321904	怪力抑制	4	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	3219	321904	321905	321904	5006	3219	5	one	
330604	繁奏	4	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>25%</color>早める	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>30%</color>早める	3306	330604	330605	330604	5005	3306	5	one	
304505	タレント効果304505	5	対象を攻撃した後,48%の確率で対象に<skillEff=火傷>を付与,2ターン継続	テスト2<skillEff=中毒>	3045	304505		304505		1	1	one	
313205	オーバーフロー	5	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+25%</color>	[交じり合う宿命]を使用して対象の<skillEff=強化効果>を解除した時,与ダメージ<color=#FFC432>+25%</color>	3132	313205		313205		3132	1	one	
321905	怪力抑制	5	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	[ローリングアーム]で攻撃した後,対象に付与されている強化効果を最多3つ解除.解除に成功した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=破損>を付与,2ターン継続	3219	321905		321905		3219	5	one	
330605	繁奏	5	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>30%</color>早める	<color=#FF3300>バグパイプ</color>が5スタックになった時,<color=#FF3300>バグパイプ</color>をすべて消費し,味方全体の行動順を<color=#FFC432>30%</color>早める	3306	330605		330605		3306	5	one	
338303	天才の礼賛	3	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+20</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+10</color>	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+25</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+10</color>	3383	338303	338304	338303	4002	3383	5	one	
338302	天才の礼賛	2	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+15</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+5</color>	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+20</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+10</color>	3383	338302	338303	338302	3002	3383	5	one	
338301	天才の礼賛	1	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+10</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+5</color>	自身とダモクレスが戦闘開始時,SP<color=#FFC432>+15</color>,自身とダモクレスのターン終了時,追加でSP<color=#FFC432>+5</color>	3383	338301	338302	338301	2002	3383	5	one	
338204	火を灯す	4	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>2</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+4%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+8%</color>	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>3</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+5%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+10%</color>	3382	338204	338205	338204	5001	3382	5	one	
308601	血に飢えた凶獣	1	強化スキル2:裂傷が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+10%</color>	テスト2<skillEff=中毒>	3086	308601	308602	308601	2001	3086	1	one	
317301	圧制遅延	1	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>10%</color>の確率で対象の行動順を20%遅らせる	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>15%</color>の確率で対象の行動順を20%遅らせる	3173	317301	317302	317301	2004	3173	1	one	
326001	バブル生成	1	[バブルショット]を発動した後,<color=#FFC432>20%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	[バブルショット]を発動した後,<color=#FFC432>40%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	3260	326001	326002	326001	2003	3260	5	one	
334701	力は魔法なり	1	[抵抗禁止!]の与ダメージ<color=#FFC432>+4%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+4%</color>	[抵抗禁止!]の与ダメージ<color=#FFC432>+8%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+8%</color>	3347	334701	334702	334701	2002	3347	5	one	
308602	血に飢えた凶獣	2	強化スキル2:裂傷が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+20%</color>	テスト2<skillEff=中毒>	3086	308602	308603	308602	3001	3086	1	one	
317302	圧制遅延	2	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>15%</color>の確率で対象の行動順を20%遅らせる	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>20%</color>の確率で対象の行動順を20%遅らせる	3173	317302	317303	317302	3004	3173	1	one	
326002	バブル生成	2	[バブルショット]を発動した後,<color=#FFC432>40%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	[バブルショット]を発動した後,<color=#FFC432>60%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	3260	326002	326003	326002	3003	3260	5	one	
334702	力は魔法なり	2	[抵抗禁止!]の与ダメージ<color=#FFC432>+8%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+8%</color>	[抵抗禁止!]の与ダメージ<color=#FFC432>+12%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+12%</color>	3347	334702	334703	334702	3002	3347	5	one	
308603	血に飢えた凶獣	3	強化スキル2:裂傷が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	テスト2<skillEff=中毒>	3086	308603	308604	308603	4001	3086	1	one	
317303	圧制遅延	3	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>20%</color>の確率で対象の行動順を20%遅らせる	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>25%</color>の確率で対象の行動順を20%遅らせる	3173	317303	317304	317303	4008	3173	1	one	
326003	バブル生成	3	[バブルショット]を発動した後,<color=#FFC432>60%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	[バブルショット]を発動した後,<color=#FFC432>80%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	3260	326003	326004	326003	4007	3260	5	one	
334703	力は魔法なり	3	[抵抗禁止!]の与ダメージ<color=#FFC432>+12%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+12%</color>	[抵抗禁止!]の与ダメージ<color=#FFC432>+16%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+16%</color>	3347	334703	334704	334703	4006	3347	5	one	
308604	血に飢えた凶獣	4	強化スキル2:裂傷が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+40%</color>	テスト2<skillEff=中毒>	3086	308604	308605	308604	5001	3086	1	one	
317304	圧制遅延	4	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>25%</color>の確率で対象の行動順を20%遅らせる	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>30%</color>の確率で対象の行動順を20%遅らせる	3173	317304	317305	317304	5008	3173	1	one	
326004	バブル生成	4	[バブルショット]を発動した後,<color=#FFC432>80%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	[バブルショット]を発動した後,<color=#FFC432>100%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	3260	326004	326005	326004	5007	3260	5	one	
334704	力は魔法なり	4	[抵抗禁止!]の与ダメージ<color=#FFC432>+16%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+16%</color>	[抵抗禁止!]の与ダメージ<color=#FFC432>+20%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+20%</color>	3347	334704	334705	334704	5006	3347	5	one	
308605	血に飢えた凶獣	5	強化スキル2:裂傷が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+50%</color>	テスト2<skillEff=中毒>	3086	308605		308605		3086	1	one	
317305	圧制遅延	5	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>30%</color>の確率で対象の行動順を20%遅らせる	[裂空脚]を発動してダメージを与えた時,<color=#FFC432>30%</color>の確率で対象の行動順を20%遅らせる	3173	317305		317305		3173	1	one	
326005	バブル生成	5	[バブルショット]を発動した後,<color=#FFC432>100%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	[バブルショット]を発動した後,<color=#FFC432>100%</color>の確率で自身に<color=#FF3300>バブルシールド</color>を付与,1ターン継続	3260	326005		326005		3260	5	one	
334705	力は魔法なり	5	[抵抗禁止!]の与ダメージ<color=#FFC432>+20%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+20%</color>	[抵抗禁止!]の与ダメージ<color=#FFC432>+20%</color>,対象が<skillEff=気絶>状態の場合,追加で与ダメージ<color=#FFC432>+20%</color>	3347	334705		334705		3347	5	one	
338203	火を灯す	3	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>2</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+3%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+6%</color>	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>2</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+4%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+8%</color>	3382	338203	338204	338203	4001	3382	5	one	
338202	火を灯す	2	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>1</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+2%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+4%</color>	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>2</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+3%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+6%</color>	3382	338202	338203	338202	3001	3382	5	one	
338201	火を灯す	1	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>1</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+1%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+2%</color>	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>1</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+2%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+4%</color>	3382	338201	338202	338201	2001	3382	5	one	
304001	タレント効果304001	1	対象にダメージを与える毎に,8%の確率で対象に攻撃力-20%を付与,1ターン継続	テスト2<skillEff=中毒>	3040	304001	304002	304001	2003	1	3	one	
312701	タレント効果312701	1	強化スキル2:攻撃前,20%の確率で対象に付与されている<skillEff=強化効果>を2つ解除	テスト2<skillEff=中毒>	3127	312701	312702	312701	2002	1	1	one	
321401	緊急対応	1	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+10%</color>,行動順を<color=#FFC432>10%</color>早める	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+15%</color>し,行動順を<color=#FFC432>20%</color>早める	3214	321401	321402	321401	2001	3214	5	one	
330101	サミットウォーク	1	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+10%</color>	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+15%</color>	3301	330101	330102	330101	2004	3301	5	one	
304002	タレント効果304002	2	対象にダメージを与える毎に,12%の確率で対象に攻撃力-20%を付与,1ターン継続	テスト2<skillEff=中毒>	3040	304002	304003	304002	3003	1	3	one	
312702	タレント効果312702	2	強化スキル2:攻撃前,40%の確率で対象に付与されている<skillEff=強化効果>を2つ解除	テスト2<skillEff=中毒>	3127	312702	312703	312702	3002	1	1	one	
321402	緊急対応	2	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+15%</color>,行動順を<color=#FFC432>20%</color>早める	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+20%</color>し,行動順を<color=#FFC432>30%</color>早める	3214	321402	321403	321402	3001	3214	5	one	
330102	サミットウォーク	2	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+15%</color>	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+20%</color>	3301	330102	330103	330102	3004	3301	5	one	
304003	タレント効果304003	3	対象にダメージを与える毎に,16%の確率で対象に攻撃力-20%を付与,1ターン継続	テスト2<skillEff=中毒>	3040	304003	304004	304003	4003	1	3	one	
312703	タレント効果312703	3	強化スキル2:攻撃前,60%の確率で対象に付与されている<skillEff=強化効果>を2つ解除	テスト2<skillEff=中毒>	3127	312703	312704	312703	4002	1	1	one	
321403	緊急対応	3	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+20%</color>,行動順を<color=#FFC432>30%</color>早める	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+25%</color>し,行動順を<color=#FFC432>40%</color>早める	3214	321403	321404	321403	4001	3214	5	one	
330103	サミットウォーク	3	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+20%</color>	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+25%</color>	3301	330103	330104	330103	4008	3301	5	one	
304004	タレント効果304004	4	対象にダメージを与える毎に,20%の確率で対象に攻撃力-20%を付与,1ターン継続	テスト2<skillEff=中毒>	3040	304004	304005	304004	5003	1	3	one	
312704	タレント効果312704	4	強化スキル2:攻撃前,80%の確率で対象に付与されている<skillEff=強化効果>を2つ解除	テスト2<skillEff=中毒>	3127	312704	312705	312704	5002	1	1	one	
321404	緊急対応	4	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+25%</color>,行動順を<color=#FFC432>40%</color>早める	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+30%</color>し,行動順を<color=#FFC432>50%</color>早める	3214	321404	321405	321404	5001	3214	5	one	
330104	サミットウォーク	4	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+25%</color>	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+30%</color>	3301	330104	330105	330104	5008	3301	5	one	
304005	タレント効果304005	5	対象にダメージを与える毎に,24%の確率で対象に攻撃力-20%を付与,1ターン継続	テスト2<skillEff=中毒>	3040	304005		304005		1	3	one	
312705	タレント効果312705	5	強化スキル2:攻撃前,100%の確率で対象に付与されている<skillEff=強化効果>を2つ解除	テスト2<skillEff=中毒>	3127	312705		312705		1	1	one	
321405	緊急対応	5	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+30%</color>,行動順を<color=#FFC432>50%</color>早める	<color=#FF3300>輝石の盾</color>が破壊された時,付与されている対象の回復効果<color=#FFC432>+30%</color>し,行動順を<color=#FFC432>50%</color>早める	3214	321405		321405		3214	5	one	
330105	サミットウォーク	5	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+30%</color>	自身または機神[ダークマター]が<color=#33CCFF>降着</color>が付与されている対象にダメージを与えた時,追加で与ダメージ<color=#FFC432>+30%</color>	3301	330105		330105		3301	5	one	
338805	臨淵不動	5	自身が場にいる時,味方対象の防御力100毎に,アクティブスキルダメージ<color=#FFC432>+2%</color>	自身が場にいる時,味方対象の防御力100毎に,アクティブスキルダメージ<color=#FFC432>+2%</color>	3388	338805		338805		3386	5	one	
338104	光線収束	4	[上空打撃]の与ダメージ<color=#FFC432>+25%</color>,[上空打撃]使用後,<color=#FFC432>25%</color>の確率で再度[上空打撃]を使用	[上空打撃]の与ダメージ<color=#FFC432>+30%</color>,[上空打撃]使用後,<color=#FFC432>30%</color>の確率で再度[上空打撃]を使用	3381	338104	338105	338104	5008	3381	5	one	
338103	光線収束	3	[上空打撃]の与ダメージ<color=#FFC432>+20%</color>,[上空打撃]使用後,<color=#FFC432>20%</color>の確率で再度[上空打撃]を使用	[上空打撃]の与ダメージ<color=#FFC432>+25%</color>,[上空打撃]使用後,<color=#FFC432>25%</color>の確率で再度[上空打撃]を使用	3381	338103	338104	338103	4008	3381	5	one	
338102	光線収束	2	[上空打撃]の与ダメージ<color=#FFC432>+15%</color>,[上空打撃]使用後,<color=#FFC432>15%</color>の確率で再度[上空打撃]を使用	[上空打撃]の与ダメージ<color=#FFC432>+20%</color>,[上空打撃]使用後,<color=#FFC432>20%</color>の確率で再度[上空打撃]を使用	3381	338102	338103	338102	3004	3381	5	one	
308101	タレント効果308101	1	味方を回復する時,20%の確率で自身に付与されている弱体効果を1つ解除	テスト2<skillEff=中毒>	3081	308101	308102	308101	2004	1	1	one	
316801	フュージョン	1	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+10%</color>	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+15%</color>	3168	316801	316802	316801	2003	3168	1	one	
325501	サークル・グリーン	1	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>20%</color>分増加	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>40%</color>分増加	3255	325501	325502	325501	2002	3255	5	one	
334201	チーム効果	1	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+2%</color>	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+4%</color>	3342	334201	334202	334201	2001	3342	5	one	
308102	タレント効果308102	2	味方を回復する時,30%の確率で自身に付与されている弱体効果を1つ解除	テスト2<skillEff=中毒>	3081	308102	308103	308102	3004	1	1	one	
316802	フュージョン	2	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+15%</color>	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+20%</color>	3168	316802	316803	316802	3003	3168	1	one	
325502	サークル・グリーン	2	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>40%</color>分増加	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>60%</color>分増加	3255	325502	325503	325502	3002	3255	5	one	
334202	チーム効果	2	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+4%</color>	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+6%</color>	3342	334202	334203	334202	3001	3342	5	one	
308103	タレント効果308103	3	味方を回復する時,40%の確率で自身に付与されている弱体効果を1つ解除	テスト2<skillEff=中毒>	3081	308103	308104	308103	4004	1	1	one	
316803	フュージョン	3	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+20%</color>	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+25%</color>	3168	316803	316804	316803	4003	3168	1	one	
325503	サークル・グリーン	3	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>60%</color>分増加	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>80%</color>分増加	3255	325503	325504	325503	4002	3255	5	one	
334203	チーム効果	3	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+6%</color>	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+8%</color>	3342	334203	334204	334203	4001	3342	5	one	
308104	タレント効果308104	4	味方を回復する時,50%の確率で自身に付与されている弱体効果を1つ解除	テスト2<skillEff=中毒>	3081	308104	308105	308104	5004	1	1	one	
316804	フュージョン	4	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+25%</color>	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+30%</color>	3168	316804	316805	316804	5003	3168	1	one	
325504	サークル・グリーン	4	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>80%</color>分増加	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>100%</color>分増加	3255	325504	325505	325504	5002	3255	5	one	
334204	チーム効果	4	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+8%</color>	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+10%</color>	3342	334204	334205	334204	5001	3342	5	one	
308105	タレント効果308105	5	味方を回復する時,60%の確率で自身に付与されている弱体効果を1つ解除	テスト2<skillEff=中毒>	3081	308105		308105		1	1	one	
316805	フュージョン	5	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+30%</color>	[輝剣穿撃]を発動する時,追加で自身の会心率<color=#FFC432>+30%</color>	3168	316805		316805		3168	1	one	
325505	サークル・グリーン	5	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>100%</color>分増加	自身が攻撃する時,追加で自身の攻撃力が防御力の<color=#FFC432>100%</color>分増加	3255	325505		325505		3255	5	one	
334205	チーム効果	5	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+10%</color>	戦闘開始時,味方の不朽隊員1人毎に,追加でのウシュアイアの攻撃力<color=#FFC432>+10%</color>	3342	334205		334205		3342	5	one	
338101	光線収束	1	[上空打撃]の与ダメージ<color=#FFC432>+10%</color>,[上空打撃]使用後,<color=#FFC432>10%</color>の確率で再度[上空打撃]を使用	[上空打撃]の与ダメージ<color=#FFC432>+15%</color>,[上空打撃]使用後,<color=#FFC432>15%</color>の確率で再度[上空打撃]を使用	3381	338101	338102	338101	2004	3381	5	one	
335601	爆発耐性	1	自身が場にいる時,味方ユニットの会心被ダメージ<color=#FFC432>-3%</color>	自身が場にいる時,味方ユニットの会心被ダメージ<color=#FFC432>-6%</color>	3356	335601	335602	335601	2003	3356	5	one	
