id	dirll	name	nameEng	quality	m_Desc	desc	role_id	role_tag	add_role_id	summon	fit_result	unite	uniteLabel	subTfSkills	skills	jcSkills	tfSkills	tcSkills	card_type	break_id	breakModels	skin	skinMinBreakLv	itemId	coreItemId	key	model	career	main_type	attack	defense	maxhp	speed	crit	crit_rate	resist	hit	np	sp_race	sp_race2	sp	overLoad	hot	nMoveType	nClass	nStep	sMech	equip_suits	fight_cost	grids	gridsIcon	halo	get_from_gm	isActionLog	isUseCommon	base_card	changeCardIds	notBuyAllTcSkills	notBuyChangeCardIds	enum	pos_enum
50140	50140	ワスプ	WASP	5	ワスプという名の幻像	ワスプという名の戦士	50140	50140	80060	10000003				50140	501400101;501400201;501400301;501401301;4501401;501400401	501400101;501400201;501400301;501401301	4501401	501400401	1	51451	5014001;5014002;5014002;5014002		"{""5014001"": 1, ""5014002"": 2}"	45014	105014	50140	5014001	2	2	154	92	1457	113	1.5	0.02	0	0	0	5	10	30	1	100	2	5	0	5	234;237;225	0		effective_range_50140	50140	True	True	False	True	{}	{}	{}		2;7
50150	50150	ブラックウィドウ	???	3	ブラックウィドウという名の幻像	ブラックウィドウという名の戦士	50150	50150						50150	501500101;501500201;501500301;501501301;4501501	501500101;501500201;501500301;501501301	4501501		1	51101			{}	45015	105015	50150	5015001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
50160	50160	スコーピオン	???	3	スコーピオンという名の幻像	スコーピオンという名の戦士	50160	50160						50160	501600101;501600201;501600301;501601301;4501601	501600101;501600201;501600301;501601301	4501601		1	51201			{}	45016	105016	50160	5016001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
50170	50170	ムーンモス	???	3	ムーンモスという名の幻像	ムーンモスという名の戦士	50170	50170						50170	501700101;501700201;501700301;501701301;4501701	501700101;501700201;501700301;501701301	4501701		1	51301			{}	45017	105017	50170	5017001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
50180	50180	オドナタ	ODONATA	4	オドナタという名の幻像	オドナタという名の戦士	50180	50180						50180	501800101;501800201;501800301;501801301;4501801	501800101;501800201;501800301;501801301	4501801		1	51441	5018001;5018002;5018002;5018002	5018003	"{""5018001"": 1, ""5018002"": 2}"	45018	105018	50180	5018001	2	1	151	92	1391	108	1.5	0.05	0	0	0	5	10	30	1	100	2	5	0	5	219;224;220	0		effective_range_50180	50180	True	True	False	True	{}	{}	{}	8	1;8
50190	50190	プリシカ	PSILICA	3	プリシカという名の幻像	プリシカという名の戦士	50190	50190						50190	501900101;501900201;501900301;501901301;4501901	501900101;501900201;501900301;501901301	4501901		1	51101	5019001;5019002;5019002;5019002		"{""5019001"": 1, ""5019002"": 2}"	45019	105019	50190	5019001	2	1	160	89	1310	113	1.5	0.02	0	0	0	5	10	30	1	100	2	5	0	5	219;237;212	0		effective_range_50190	50190	True	True	False	True	{}	{}	{}	8	2;8
50220	50220	ビートル	BEETLE	4	ビートルという名の幻像	ビートルという名の戦士	50220	50220						50220	502200101;502200201;502200301;502201301;4502201	502200101;502200201;502200301;502201301	4502201		1	51241			{}	45022	105022	50220	5022001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
50250	50250	C.C.C.	CHALCOSOMA.C	6	C.C.C.という名の幻像	C.C.C.という名の戦士	50250	50250						50250	502500101;502500201;502500301;502501301;4502501	502500101;502500201;502500301;502501301	4502501		1	51361	5025001;5025002;5025002;5025002	5025003;5025004;5025005	"{""5025001"": 1, ""5025002"": 2}"	45025	105025	50250	5025001	2	1	186	98	1373	111	1.5	0.1	0.1	0	0	5	10	30	1	100	2	5	0	5	202;244;217	0		effective_range_50250	50250	True	True	False	True	{}	{}	{}		2;7
50260	50260	G.G.G.	G.G	4	G.G.G.という名の幻像	G.G.G.という名の戦士	50260	50260						50260	502600101;502600201;502600301;502601301;4502601	502600101;502600201;502600301;502601301	4502601		1	51441			{}	45026	105026	50260	5026001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
50280	50280	ヴェナマス	VENOMOUS	3	ヴェナマスという名の幻像	ヴェナマスという名の戦士	50280	50280						50280	502800101;502800201;502800301;502801301;4502801	502800101;502800201;502800301;502801301	4502801		1	51101			{}	45028	105028	50280	5028001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	5	0	5	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		7
50300	50300	レドゥビア	REDUVIA	6	レドゥビアという名の幻像	レドゥビアという名の戦士	50300	50300						50300	503000101;503000201;503000301;503001301;4503001	503000101;503000201;503000301;503001301	4503001		1	51461	5030001;5030002;5030002;5030002	5030003;5030005	"{""5030001"": 1, ""5030002"": 2}"	45030	105030	50300	5030001	2	1	187	97	1417	112	1.5	0.08	0.1	0	0	5	10	30	1	100	2	5	0	5	223;203;212	0		effective_range_50300	50300	True	True	False	True	{}	{}	{}		2;7
50310	50310	オーキッド	ORCHID	6	オーキッドという名の幻像	オーキッドという名の戦士	50310	50310						50310	503100101;503100201;503100301;503101301;4503101	503100101;503100201;503100301;503101301	4503101		1	51161	5031001;5031002;5031002;5031002	5031003;5031004;5031005	"{""5031001"": 1, ""5031002"": 2}"	45031	105031	50310	5031001	2	1	180	96	1402	114	1.5	0.08	0.1	0	0	5	10	30	1	100	2	5	0	5	219;224;202	0		effective_range_50310	50310	True	True	False	True	{}	{}	{}		2;8
50320	50320	ハトリ	SALTICIDAE	6	遺譜区の伝説的人物,1人の力で都市全体の格局を覆したと言われる.その存在自体,目的,能力が伝説に色を添えている	ハトリという名の戦士	50320	50320						50320	503200101;503200201;503200301;503201301;4503201	503200101;503200201;503200301;503201301	4503201		1	51261	5032001;5032002;5032002;5032002	5032003;5032004;5032006	"{""5032001"": 1, ""5032002"": 2}"	45032	105032	50320	5032001	2	1	182	98	1387	113	1.5	0.08	0.1	0	0	5	10	30	1	100	2	5	0	5	224;202;219	0		effective_range_50320	50320	True	True	False	True	{}	{}	{}		2;8
60010	60010	グラム	GRAM	6	グラムという名の幻像	グラムという名の戦士	60010	60010						60010	600100101;600100201;600100301;600101301;4600101	600100101;600100201;600100301;600101301	4600101		1	61261	6001001;6001002;6001002;6001002		"{""6001001"": 1, ""6001002"": 2}"	46001	106001	60010	6001001	1	1	185	94	1448	109	1.5	0.1	0.1	0	0	5	10	30	1	100	2	6	0	6	203;224;212	0		effective_range_60010	60010	False	True	False	True	{}	{}	{}		2
60020	60020	ジュワユース	JOYEUSE	6	特殊多重計算により,ジュワユースのデータを基に生成された幻像	ジュワユースという名の戦士	60020	60020						60020	600200101;600200201;600200301;600201301;4600201	600200101;600200201;600200301;600201301	4600201		1	61361	6002001;6002002;6002002;6002002	6002003;6002004;6002005;6002006	"{""6002001"": 1, ""6002002"": 2}"	46002	106002	60020	6002001	2	1	188	96	1379	109	1.5	0.08	0.1	0	0	5	10	30	1	100	2	6	0	6	224;217;212	0		effective_range_60020	60020	True	True	False	True	{}	{}	{}		2;7
60030	60030	デュランダル	DURANDAL	6	デュランダルという名の幻像	デュランダルという名の戦士	60030	60030						60030	600300101;600300201;600300301;600301301;4600301	600300101;600300201;600300301;600301301	4600301		1	61461	6003001;6003002;6003002;6003002	6003003	"{""6003001"": 1, ""6003002"": 2}"	46003	106003	60030	6003001	2	1	189	95	1350	108	1.5	0.1	0.1	0	0	5	10	30	1	100	2	6	0	6	224;217;212	0		effective_range_60030	60030	True	True	False	True	{}	{}	{}		2
60040	60040	ミョルニル	MJOLNIR	4	ミョルニルという名の幻像	ミョルニルという名の戦士	60040	60040						60040	600400101;600400201;600400301;600401301;4600401	600400101;600400201;600400301;600401301	4600401		1	61141			{}	46004	106004	60040	6004001	1	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60050	60050	ナーゲルリング	NAGLERING	6	このサングヴィスファミリー出身の探索隊員は,現在第六分隊の副隊長を務めている.大人しくしていられない彼女はいつかの秘密をあなたに明かしたくてうずうずしている	ナーゲルリングという名の戦士	60050	60050						60050	600500101;600500201;600500301;600501301;4600501	600500101;600500201;600500301;600501301	4600501		1	61261	6005001;6005002;6005002;6005002	6005003;6005004;6005005	"{""6005001"": 1, ""6005002"": 2}"	46005	106005	60050	6005001	2	1	177	97	1407	108	1.5	0.1	0.1	0	0	5	10	30	1	100	2	6	0	6	223;217;202	0		effective_range_60050	60050	True	True	False	True	{}	{}	{}		2
60060	60060	クサナギ	KUSANAGI	4	クサナギという名の幻像	クサナギという名の戦士	60060	60060						60060	600600101;600600201;600600301;600601301;4600601	600600101;600600201;600600301;600601301	4600601		1	61341	6006001;6006002;6006002;6006002		"{""6006001"": 1, ""6006002"": 2}"	46006	106006	60060	6006001	2	1	182	90	1304	106	1.5	0.08	0	0	0	5	10	30	1	100	2	6	0	6	203;224;212	0		effective_range_60060	60060	True	True	False	True	{}	{}	{}		2
60070	60070	アルタキエラ	ALTACHIARA	3	アルタキエラという名の幻像	アルタキエラという名の戦士	60070	60070						60070	600700101;600700201;600700301;600701301;4600701	600700101;600700201;600700301;600701301	4600701		1	61401	6007001;6007002;6007002;6007002		"{""6007001"": 1, ""6007002"": 2}"	46007	106007	60070	6007001	2	1	174	85	1270	105	1.5	0.08	0	0	0	5	10	30	1	100	2	6	0	6	224;217;212	0		effective_range_60070	60070	True	True	False	True	{}	{}	{}		2
60080	60080	クラウソラス	CLAUSOLAS	3	クラウソラスという名の幻像	クラウソラスという名の戦士	60080	60080						60080	600800101;600800201;600800301;600801301;4600801	600800101;600800201;600800301;600801301	4600801		1	61101	6008001;6008002;6008002;6008002		"{""6008001"": 1, ""6008002"": 2}"	46008	106008	60080	6008001	2	1	173	85	1283	106	1.5	0.08	0	0	0	5	10	30	1	100	2	6	0	6	203;224;217	0		effective_range_60080	60080	True	True	False	True	{}	{}	{}		2
60090	60090	カーテナ	CURTANA	6	カーテナという名の幻像	カーテナという名の戦士	60090	60090						60090	600900101;600900201;600900301;600901301;4600901	600900101;600900201;600900301;600901301	4600901		1	61261	6009001;6009002;6009002;6009002	6009003;6009004;6009005	"{""6009001"": 1, ""6009002"": 2}"	46009	106009	60090	6009001	2	1	182	92	1477	114	1.5	0.05	0.1	0	0	5	10	30	1	100	2	6	0	6	203;224;217	0		effective_range_60090	60090	True	True	False	True	{}	{}	{}		9;5
60100	60100	ハーピー	???	3	ハーピーという名の幻像	ハーピーという名の戦士	60100	60100						60100	601000101;601000201;601000301;601001301;4601001	601000101;601000201;601000301;601001301	4601001		1	61301	6010001;6010002;6010002;6010002		"{""6010001"": 1, ""6010002"": 2}"	46010	106010	60100	6010001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60110	60110	ブルトガング	BURTGANG	5	ブルトガングという名の幻像	ブルトガングという名の戦士	60110	60110						60110	601100101;601100201;601100301;601101301;4601101	601100101;601100201;601100301;601101301	4601101		1	61451	6011001;6011002;6011002;6011002	6011003;6011004	"{""6011001"": 1, ""6011002"": 2}"	46011	106011	60110	6011001	2	1	173	98	1320	112	1.5	0.05	0	0	0	5	10	30	1	100	2	6	0	6	223;249;250	0		effective_range_60110	60110	True	True	False	True	{}	{}	{}		2;8
60120	60120	フルンティング	HRUNTING	4	フルンティングという名の幻像	フルンティングという名の戦士	60120	60120						60120	601200101;601200201;601200301;601201301;4601201	601200101;601200201;601200301;601201301	4601201		1	61141	6012001;6012002;6012002;6012002		"{""6012001"": 1, ""6012002"": 2}"	46012	106012	60120	6012001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	2	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60130	60130	グングニル	???	3	グングニルという名の幻像	グングニルという名の戦士	60130	60130						60130	601300101;601300201;601300301;601301301;4601301	601300101;601300201;601300301;601301301	4601301		1	61201			{}	46013	106013	60130	6013001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60140	60140	ゲイボルグ	GEIBORUGA	4	ゲイボルグという名の幻像	ゲイボルグという名の戦士	60140	60140	80040	10000017				60140	601400101;601400201;601400301;601401301;4601401;601400401	601400101;601400201;601400301;601401301	4601401	601400401	1	61341	6014001;6014002;6014002;6014002	6014003	"{""6014001"": 1, ""6014002"": 2}"	46014	106014	60140	6014001	2	2	170	88	1283	105	1.5	0.08	0	0	0	5	10	30	1	100	1	6	0	6	234;210;212	0		effective_range_60140	60140	True	True	False	True	{}	{}	{}		2
60150	60150	ティルフィング	TYRFING	6	イーンという名の幻像	イーンという名の戦士	60150	60150	80350	10000031				60150	601500101;601500201;601500301;601501301;4601501;601500401	601500101;601500201;601500301;601501301	4601501	601500401	1	61461	6015001;6015002;6015002;6015002	6015003;6015004	"{""6015001"": 1, ""6015002"": 2}"	46015	106015	60150	6015001	2	1	187	97	1417	111	1.5	0.1	0.1	0	0	5	10	30	1	100	1	6	0	6	250;202;217	0		effective_range_60150	60150	True	True	False	True	{}	{}	{}		3;2
60160	60160	アイムール	AYMUR	6	フツノミタマという名の幻像	フツノミタマという名の戦士	60160	60160	80340	10000030				60160	601600101;601600201;601600301;601601301;4601601;601600401	601600101;601600201;601600301;601601301	4601601	601600401	1	61161	6016001;6016002;6016002;6016002	6016003;6016004	"{""6016001"": 1, ""6016002"": 2}"	46016	106016	60160	6016001	2	1	191	95	1402	112	1.5	0.1	0.1	0	0	5	10	30	1	100	1	6	0	6	202;201;217	0		effective_range_60160	60160	True	True	False	True	{}	{}	{}		2;7
60170	60170	ティルフィング	LAEVATAIN	3	ティルフィングという名の幻像	ティルフィングという名の戦士	60170	60170						60170	601700101;601700201;601700301;601701301;4601701	601700101;601700201;601700301;601701301	4601701		1	61201	6017001;6017002;6017002;6017002		"{""6017001"": 1, ""6017002"": 2}"	46017	106017	60170	6017001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60180	60180	キャクジャ	???	3	キャクジャという名の幻像	キャクジャという名の戦士	60180	60180						60180	601800101;601800201;601800301;601801301;4601801	601800101;601800201;601800301;601801301	4601801		1	61301			{}	46018	106018	60180	6018001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60190	60190	フラガラッハ	FRAGARACH	4	フラガラッハという名の幻像	フラガラッハという名の戦士	60190	60190						60190	601900101;601900201;601900301;601901301;4601901	601900101;601900201;601900301;601901301	4601901		1	61441	6019001;6019002;6019002;6019002		"{""6019001"": 1, ""6019002"": 2}"	46019	106019	60190	6019001	2	1	177	91	1521	111	1.5	0.08	0	0	0	5	10	30	1	100	1	6	0	6	249;250;220	0		effective_range_60190	60190	True	True	False	True	{}	{}	{}	8	2;3
60200	60200	アスカロン	ASCALON	4	アスカロンという名の幻像	アスカロンという名の戦士	60200	60200						60200	602000101;602000201;602000301;602001301;4602001	602000101;602000201;602000301;602001301	4602001		1	61141	6020001;6020002;6020002;6020002		"{""6020001"": 1, ""6020002"": 2}"	46020	106020	60200	6020001	2	1	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	6	0	6	220;234;210	0		effective_range_01		False	True	False	True	{}	{}	{}		
60210	60210	リュウゲン	LONGXIAN	6	リュウゲンという名の幻像	リュウゲンという名の戦士	60210	60210						60210	602100101;602100201;602100301;602101301;4602101	602100101;602100201;602100301;602101301	4602101		1	61261	6021001;6021002;6021002;6021002	6021003;6021004	"{""6021001"": 1, ""6021002"": 2}"	46021	106021	60210	6021001	2	1	197	92	1431	108	1.5	0.1	0.1	0	0	5	10	30	1	100	1	6	0	6	202;201;217	0		effective_range_60210	60210	True	True	False	True	{}	{}	{}		2
60280	60280	クラレント	CLARENT	5	クラレントという名の幻像	クラレントという名の戦士	60280	60280						60280	602800101;602800201;602800301;602801301;4602801	602800101;602800201;602800301;602801301	4602801		1	61351	6028001;6028002;6028002;6028002		"{""6028001"": 1, ""6028002"": 2}"	46028	106028	60280	6028001	2	1	188	90	1341	108	1.5	0.08	0	0	0	5	10	30	1	100	1	6	0	6	220;234;210	0		effective_range_60280	60280	True	True	False	True	{}	{}	{}		2
60300	60300	モラルタ	Moralltach	6	モラルタという名の幻像	モラルタという名の戦士	60300	60300			60301	60020;60030;60040;60050;60060;60070;60080;60090;60100;60110;60120;60130;60140;60150;60160;60170;60180;60190;60200;60210;60280;60310;60320;60321;60350;90252;101006;1060020;1060030;1060050;1060060;1060070;1060080;1060090;1060110;1060140;1060150;1060160;1060190;1060210;1060280;1060300;1060301;1060310;1060320;1060321;1060350;50101311;50102311;50103311;50104311;50105311;50113111;50113211;90101213;90101214;90101513;90101514;90101813;90101814;90103115;90103515;90105215;90105715;90106415;90107114;90107215;91501002;91502002;91503002;91504002;91505002;91506002;91507002;91508002;91509002;91510002;91511002;91512002;91513002;91514002;91515002;91516002;91517002;91518002;91519002;91520002;91521002;91522002;95020103;95020403;95020503;95020903;100110073;100110133;100110193;100200302;120100443;120100463;120100492;120100532;120100563;120100623;120101155;120101171;120101273;120200102;120200182;120200184;120200185;120912113;121214008;121214025;121214026;130100241;130100242;130100243;130100244;130100245;130100246;130100247;130100248;130100301;130100302;130100303;130100304;130100305;130100306;130100307;130100308;130100371;130100372;130100373;130100374;130100375;130100376;130100421;130100422;130100423;130100424;130100425;130100426;130100491;130100492;130100493;130100494;130100495;130100496;130100501;130100502;130100503;130100504;130100505;130100506;130100601;130100602;130100603;130100604;130100605;130100606;130100611;130100612;130100613;130100614;130100615;130100616;130100631;130100632;130100633;130100634;130100635;130100636;130200031;130200032;130200142;130200144;130200231;130200253;130200275;130200331;130200332;130200442;130200501;130300122;130300132;130300135;130300152;130300155;130300222;130300225;130300232;130300242;130300252;130300262;130300272;130300282;130300292;130300421;130300435;130300522;130300525;130300532;130300542;130300552;130300562;130300572;130300573;130300591;130400064;130400072;130400084;130400102;130400112;130400122;130400142;130400165;130400182;130400192;130400195;130400202;130400222;130400225;130400233;130400252;130400262;130400272;130400284;130400292;130400295;130400302;130400364;130400372;130400384;130400402;130400412;130400442;130400461;130400473;130400475;130400495;130400502;130400541;130400542;130400551;130500031;130500032;130500172;130500175;130500234;130500242;130500252;130500262;130500265;130500272;130500282;130500301;130500302;130500421;130500504;130500512;130500521;130600031;130600041;130600054;130600062;130600074;130600091;130600092;130600095;130600102;130600121;130600131;130600144;130600152;130600164;130600182;130600211;130600221;130600234;130600241;130600242;130600254;130600275;130600294;130600301;130600314;130600315;130600324;130600331;130600361;130600362	1;6;1;3;2;1	60300	603000101;603000201;603000301;603001301;4603001;603000401	603000101;603000201;603000301;603001301	4603001	603000401	1	61161	6030001;6030002;6030002;6030002	6030003	"{""6030001"": 1, ""6030002"": 2}"	46030	106030	60300	6030001	1	3	184	93	1460	111	1.5	0.1	0.25	0	0	5	10	30	1	100	1	6	0	6	223;210;219	0		effective_range_60300	60300	True	True	False	True	{}	{}	{}	8	2;7
60301	60301	モラルタ	Moralltach	6	モラルタという名の幻像	モラルタという名の戦士	60300	60301						60301	603010101;603010201;603010301;4603011	603010101;603010201;603010301	4603011		1	61261		6030103	{}			60301	6030101	1	1	184	93	1460	111	1.5	0.1	0.25	0	0	5	10	30	1	100	1	6	0	6	223;210;219	0		effective_range_60300	60300	False	True	False	False	{}	{}	{}	8	2;7
60310	60310	ティソーナ	TIZONA	6	60310_Enemy_Des##名为莫拉鲁塔的幻象	ティソーナという名の戦士	60310	60310	80360	10000033				60310	603100101;603100201;603100301;603101301;4603101;603100401	603100101;603100201;603100301;603101301	4603101	603100401	1	61361	6031001;6031002;6031002;6031002	6031003	"{""6031001"": 1, ""6031002"": 2}"	46031	106031	60310	6031001	1	2	182	92	1504	114	1.5	0.06	0.1	0	0	5	10	30	1	100	1	6	0	6	223;210;219	0		effective_range_60310	60310	True	True	False	True	{}	{}	{}	8	2;5
60320	60320	ヘグニ	Dainslef	6	ヘグニという名の幻像	ヘグニという名の戦士	60320	60320						60320	603200101;603200201;603200301;603201301;4603201;603200401	603200101;603200201;603200301;603201301	4603201	603200401	1	61461	6032001;6032002;6032002;6032002	6032003	"{""6032001"": 1, ""6032002"": 2}"	46032	106032	60320	6032001	1	3	189	92	1475	111	1.5	0.08	0.1	0	0	5	10	30	1	100	1	6	0	6	215;202;216	0		effective_range_60320	60320	True	True	False	True	{}	{}	{}	8	5;7
60321	60321	ヘグニ	Dainslef	6	ヘグニという名の幻像	ヘグニという名の戦士	60320	60321						60320	603210101;603210201;603210301;603211301;4603211;603210401	603210101;603210201;603210301;603211301	4603211	603210401	1	61161		6032103	"{""6032001"": 1, ""6032002"": 2}"			60321	6032101	1	1	189	92	1475	111	1.5	0.08	0.1	0	0	5	10	30	1	100	1	6	0	6	215;202;216	0		effective_range_60320	60320	True	True	False	False	{}	{}	{}	8	2
60350	60350	イジェン・滅刃	Ijen.SP	6	イジェン・滅刃という名の幻像	イジェン・滅刃という名の戦士	60350	60350						60350	603500101;603500201;603500301;603501301;4603501	603500101;603500201;603500301;603501301	4603501		1	61361	6035001;6035002;6035002;6035002	6035003	"{""6035001"": 1, ""6035002"": 2}"	46035	106035	60350	6035001	2	1	197	92	1431	108	1.5	0.1	0.1	0	0	5	10	30	1	100	1	6	0	6	202;201;217	0		effective_range_60350	60350	True	True	False	True	{}	{}	{}		2;8
70010	70010	ゼウス	ZEUS	6	グリークプレートの絶対統治者,	ゼウスという名の戦士	70010	70010	80140	10000007				70010	700100101;700100201;700100301;700101301;4700101;700100701	700100101;700100201;700100301;700101301	4700101	700100701	1	74361	7001001;7001002;7001002;7001002	7001003;7001004	"{""7001001"": 1, ""7001002"": 2}"	47001	107001	70010	7001001	2	4	194	97	1475	103	1.5	0.13	0.15	0	0	5	10	30	1	100	1	7	0	7	234;224;210	0		effective_range_70010	70010	True	True	False	True	{}	{}	{}	8	2;7
70020	70020	ゼウス[変異]	JUPITER	6	グリークプレートの絶対統治者,	ゼウス[変異]という名の戦士	70020	70020						70020	700200101;700200201;700200301;700201301;4700201	700200101;700200201;700200301;700201301	4700201		1	74461			{}	47002	107002	70020	7002001	2	4	201	97	1273	110	1.5	0.1	0.1	0	0	5	10	30	1	100	1	7	0	7	234;224;210	0		effective_range_01		False	True	False	True	{}	{}	{}	8	
70030	70030	ポセイドン	POSEIDON	6	グリークプレートの砕星人で,三大防御中枢の一つを管理しており,水力を主体としたエネルギー攻撃を使用し,個人戦闘力が非常に高い.基底人格データが変異の侵食を受けたため,現在は変異人格が体を制御している	ポセイドンという名の戦士	70030	70030						70030	700300101;700300201;700300301;700301301;4700301	700300101;700300201;700300301;700301301	4700301		1	74161	7003001;7003002;7003002;7003002	7003003;7003004	"{""7003001"": 1, ""7003002"": 2}"	47003	107003	70030	7003001	2	4	188	99	1577	105	1.5	0.1	0.15	0	0	5	10	30	1	100	1	7	0	7	249;250;224	0	7	effective_range_70030	70030	True	True	False	True	{}	{}	{}	8	2
70040	70040	ポセイドン[変異]	NEPTUNUS	6	グリークプレートの砕星人で,三大防御中枢の一つを管理しており,水力を主体としたエネルギー攻撃を使用し,個人戦闘力が非常に高い.基底人格データが変異の侵食を受けたため,現在は変異人格が体を制御している	ポセイドン[変異]という名の戦士	70040	70040						70040	700400101;700400201;700400301;700401301;4700401	700400101;700400201;700400301;700401301	4700401		1	74261			{}	47004	107004	70040	7004001	2	4	201	97	1273	110	1.5	0.1	0.1	0	0	5	10	30	1	100	1	7	0	7	249;250;224	0	7	effective_range_01		False	True	False	True	{}	{}	{}	8	
70050	70050	ハデス	HADES	6	グリークプレートの砕星人で,過去にオリュンポスからプレートの裏側に追放され,裏側の唯一の支配者でもある.体内に負のエネルギーが流れており,プレートの裏側で自由に行動できる.砕星人の中でも異端であり,変異の影響を受けない	ハデスという名の戦士	70050	70050						70050	700500101;700500201;700500301;700501301;4700501;700500401	700500101;700500201;700500301;700501301	4700501	700500401	1	74361	7005001;7005002;7005002;7005002	7005005;7005006	"{""7005001"": 1, ""7005002"": 2, ""7005101"": 1}"	47005	107005	70050	7005001	2	4	170	102	1460	112	1.5	0.08	0.1	0	0	5	10	30	1	100	1	7	0	7	224;217;219	0		effective_range_70050	70050	True	True	False	True	{}	{}	{}	8	8
70051	70051	ハデス	HADES	6	グリークプレートの砕星人で,過去にオリュンポスからプレートの裏側に追放され,裏側の唯一の支配者でもある.体内に負のエネルギーが流れており,プレートの裏側で自由に行動できる.砕星人の中でも異端であり,変異の影響を受けない	ハデスという名の戦士	70050	70051						70051	700510101;700510201;700510301;700511301;4700511;700510401	700510101;700510201;700510301;700511301	4700511	700510401	1	74461	7005101;7005101;7005101;7005101	7005102;7005103	"{""7005001"": 1, ""7005101"": 1, ""7005002"": 2}"			70051	7005101	2	4	170	102	1460	112	1.5	0.08	0.1	0	0	5	10	30	1	100	1	7	0	7	224;217;219	0		effective_range_70050	70050	False	True	False	False	{}	{}	{}	8	2
70060	70060	プルート	PLUTO	5	プルートという名の幻像	プルートという名の戦士	70060	70060						70060	700600101;700600201;700600301;700601301;4700601	700600101;700600201;700600301;700601301	4700601		1	74451			{}	47006	107006	70060	7006001	2	4	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	7	0	7	224;217;219	0		effective_range_01		False	True	False	True	{}	{}	{}	8	
70070	70070	アテナ	ATHENA	5	グリークプレートの各地を放浪する砕星人.前任の統治者	アテナという名の戦士	70070	70070						70070	700700101;700700201;700700301;700701301;4700701	700700101;700700201;700700301;700701301	4700701		1	74151	7007001;7007002;7007002;7007002	7007004	"{""7007001"": 1, ""7007002"": 2}"	47007	107007	70070	7007001	2	4	189	89	1341	108	1.5	0.08	0	0	0	5	10	30	1	100	1	7	0	7	224;203;217	0		effective_range_70070	70070	True	True	False	True	{}	{}	{}	8	2
70080	70080	ミネルヴァ	MINERVA	4	ミネルヴァという名の幻像	ミネルヴァという名の戦士	70080	70080						70080	700800101;700800201;700800301;700801301;4700801	700800101;700800201;700800301;700801301	4700801		1	74241			{}	47008	107008	70080	7008001	2	4	201	97	1273	110	1.5	0.1	0	0	0	5	10	30	1	100	1	7	0	7	224;203;217	0		effective_range_01		False	True	False	True	{}	{}	{}	8	
70090	70090	アレス	ARES	6	グリークプレートの砕星人で,三大防御中枢の一つを管理している.人の精神をも燃やし尽くす剣を操り,非常に高い個人戦闘力を誇る.基底人格データが変異の侵食を受けたため,現在は変異人格が体を制御している	アレスという名の戦士	70090	70090	80130	10000015				70090	700900101;700900201;700900301;700901301;4700901;700900401	700900101;700900201;700900301;700901301	4700901	700900401	1	74361	7009001;7009002;7009002;7009002	7009003;7009004	"{""7009001"": 1, ""7009002"": 2}"	47009	107009	70090	7009001	2	4	186	96	1475	108	1.5	0.1	0.1	0	0	5	10	30	1	100	1	7	0	7	234;224;250	0		effective_range_70090	70090	True	True	False	True	{}	{}	{}	8	2;3
