id,name,icon_bg_type,icon,"desc"
702600301,スリサズサンクション,6,7026003,"敵全体に攻撃力の<color=#FFC432>42%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃時,<color=#FF3300>決意</color>のスタックをすべて消費し,消費したスタック毎に,与ダメージ+8%.攻撃後,自身の防御力+30%,1ターン継続"
702600205,サンダーフォース,5,7026002,"自身に<color=#FF3300>共鳴</color>を付与,2ターン継続.さらに自身に<color=#FF3300>決意</color>を<color=#FFC432>3</color>スタック付与,最多10スタック<color=#FF3300>共鳴</color>:防御力<color=#FFC432>+80%</color>,会心率<color=#FFC432>+50%</color>"
702600204,サンダーフォース,5,7026002,"自身に<color=#FF3300>共鳴</color>を付与,2ターン継続.さらに自身に<color=#FF3300>決意</color>を<color=#FFC432>3</color>スタック付与,最多10スタック<color=#FF3300>共鳴</color>:防御力<color=#FFC432>+70%</color>,会心率<color=#FFC432>+40%</color>"
702600203,サンダーフォース,5,7026002,"自身に<color=#FF3300>共鳴</color>を付与,2ターン継続.さらに自身に<color=#FF3300>決意</color>を<color=#FFC432>2</color>スタック付与,最多10スタック<color=#FF3300>共鳴</color>:防御力<color=#FFC432>+70%</color>,会心率<color=#FFC432>+40%</color>"
702600202,サンダーフォース,5,7026002,"自身に<color=#FF3300>共鳴</color>を付与,2ターン継続.さらに自身に<color=#FF3300>決意</color>を<color=#FFC432>2</color>スタック付与,最多10スタック<color=#FF3300>共鳴</color>:防御力<color=#FFC432>+60%</color>,会心率<color=#FFC432>+30%</color>"
702600201,サンダーフォース,5,7026002,"自身に<color=#FF3300>共鳴</color>を付与,2ターン継続.さらに自身に<color=#FF3300>決意</color>を<color=#FFC432>1</color>スタック付与,最多10スタック<color=#FF3300>共鳴</color>:防御力<color=#FFC432>+60%</color>,会心率<color=#FFC432>+30%</color>"
702600105,ジャイアントスレイヤー,6,7026001,"敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,<color=#FFC432>35%</color>の<skillEff=基礎確率>で対象に<skillEff=気絶>を付与,1ターン継続"
702600104,ジャイアントスレイヤー,6,7026001,"敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,<color=#FFC432>30%</color>の<skillEff=基礎確率>で対象に<skillEff=気絶>を付与,1ターン継続"
702600103,ジャイアントスレイヤー,6,7026001,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,<color=#FFC432>30%</color>の<skillEff=基礎確率>で対象に<skillEff=気絶>を付与,1ターン継続"
702600102,ジャイアントスレイヤー,6,7026001,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,<color=#FFC432>25%</color>の<skillEff=基礎確率>で対象に<skillEff=気絶>を付与,1ターン継続"
702600101,ジャイアントスレイヤー,6,7026001,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,<color=#FFC432>25%</color>の<skillEff=基礎確率>で対象に<skillEff=気絶>を付与,1ターン継続"
702501305,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>50%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702501304,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702501303,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>47.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702501302,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>47.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702501301,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>45%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702500305,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>50%</color>の確率で敵のNP-5"
702500304,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5"
702500303,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5"
702500302,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5"
702500301,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>25%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5"
702500205,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた後,<color=#FFC432>20%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702500204,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた後,<color=#FFC432>15%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702500203,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた後,<color=#FFC432>15%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702500202,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた後,<color=#FFC432>10%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702500201,アイスガード,5,7024001,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-10%</color>.攻撃を受けた後,<color=#FFC432>10%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702500105,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702500104,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702500103,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702500102,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702500101,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>25%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702401305,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>50%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702401304,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702401303,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>47.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702401302,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>47.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702401301,フリージングブレード(OD),6,7024003,"敵全体に攻撃力の<color=#FFC432>45%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5.攻撃後,対象の<skillEff=氷結>継続ターン+1"
702400305,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>50%</color>の確率で敵のNP-5"
702400304,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5"
702400303,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>40%</color>の確率で敵のNP-5"
702400302,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5"
702400301,フリージングブレード,6,7024003,"敵全体に攻撃力の<color=#FFC432>25%</color>の<color=#6666FF>ENダメージ</color>を4回与える.<skillEff=氷結>が付与されている対象にもう一度<skillEff=氷結>を付与した時,<color=#FFC432>30%</color>の確率で敵のNP-5"
702400205,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた後,<color=#FFC432>20%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702400204,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた後,<color=#FFC432>15%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702400203,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた後,<color=#FFC432>15%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702400202,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた後,<color=#FFC432>10%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702400201,アイスガード,5,7024002,"味方全体に<color=#FF3300>寒霜の守護</color>を付与,2ターン継続<color=#FF3300>寒霜の守護</color>:被ダメージ<color=#FFC432>-10%</color>.攻撃を受けた後,<color=#FFC432>10%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=氷結>を付与,1ターン継続"
702400105,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702400104,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702400103,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702400102,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702400101,アイスソーン,6,7024001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,<color=#FFC432>25%</color>の<skillEff=基礎確率>で対象の機動力-20,2ターン継続"
702201305,メテオインフェルノ(OD),6,7022003,"敵全体に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を4回与える.この攻撃は対象の効果抵抗をすべて無視.攻撃後,100%の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702201304,メテオインフェルノ(OD),6,7022003,"敵全体に攻撃力の<color=#FFC432>57.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.この攻撃は対象の効果抵抗をすべて無視.攻撃後,100%の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702201303,メテオインフェルノ(OD),6,7022003,"敵全体に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を4回与える.この攻撃は対象の効果抵抗をすべて無視.攻撃後,100%の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702201302,メテオインフェルノ(OD),6,7022003,"敵全体に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.この攻撃は対象の効果抵抗をすべて無視.攻撃後,100%の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702201301,メテオインフェルノ(OD),6,7022003,"敵全体に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を4回与える.この攻撃は対象の効果抵抗をすべて無視.攻撃後,100%の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200501,炎護,2,7009002,"戦闘開始時,自身に炎護シールドを付与,2ターン継続"
702200401,機神転送,3,40001,"SPが100になった時,機神<color=#FFC432>ニーズヘッグ</color>を転送できる"
702200305,メテオインフェルノ,6,7022003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.攻撃後,<color=#FFC432>40%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200304,メテオインフェルノ,6,7022003,"敵全体に攻撃力の<color=#FFC432>30%</color>の<color=#6666FF>ENダメージ</color>を4回与える.攻撃後,<color=#FFC432>35%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200303,メテオインフェルノ,6,7022003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.攻撃後,<color=#FFC432>35%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200302,メテオインフェルノ,6,7022003,"敵全体に攻撃力の<color=#FFC432>27.5%</color>の<color=#6666FF>ENダメージ</color>を4回与える.攻撃後,<color=#FFC432>30%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200301,メテオインフェルノ,6,7022003,"敵全体に攻撃力の<color=#FFC432>25%</color>の<color=#6666FF>ENダメージ</color>を4回与える.攻撃後,<color=#FFC432>30%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
702200205,エターナルフレイム,5,7022002,"自身に<skillEff=相転移>(1ターン継続)と<color=#FF3300>炎の輪</color>(2ターン継続)を付与,スキルCD1ターン<color=#FF3300>炎の輪</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた時,<color=#FFC432>100%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=火傷>を付与,2ターン継続"
702200204,エターナルフレイム,5,7022002,"自身に<skillEff=相転移>(1ターン継続)と<color=#FF3300>炎の輪</color>(2ターン継続)を付与,スキルCD1ターン<color=#FF3300>炎の輪</color>:被ダメージ<color=#FFC432>-20%</color>.攻撃を受けた時,<color=#FFC432>80%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=火傷>を付与,2ターン継続"
702200203,エターナルフレイム,5,7022002,"自身に<skillEff=相転移>(1ターン継続)と<color=#FF3300>炎の輪</color>(2ターン継続)を付与,スキルCD1ターン<color=#FF3300>炎の輪</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた時,<color=#FFC432>80%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=火傷>を付与,2ターン継続"
702200202,エターナルフレイム,5,7022002,"自身に<skillEff=相転移>(1ターン継続)と<color=#FF3300>炎の輪</color>(2ターン継続)を付与,スキルCD1ターン<color=#FF3300>炎の輪</color>:被ダメージ<color=#FFC432>-15%</color>.攻撃を受けた時,<color=#FFC432>60%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=火傷>を付与,2ターン継続"
702200201,エターナルフレイム,5,7022002,"自身に<skillEff=相転移>(1ターン継続)と<color=#FF3300>炎の輪</color>(2ターン継続)を付与,スキルCD1ターン<color=#FF3300>炎の輪</color>:被ダメージ<color=#FFC432>-10%</color>.攻撃を受けた時,<color=#FFC432>60%</color>の<skillEff=基礎確率>で攻撃者に<skillEff=火傷>を付与,2ターン継続"
702200105,バーニングアロー,6,7022001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
702200104,バーニングアロー,6,7022001,敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#6666FF>ENダメージ</color>を1回与える
702200103,バーニングアロー,6,7022001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
702200102,バーニングアロー,6,7022001,"敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
702200101,バーニングアロー,6,7022001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701301305,テメノス(OD),2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>40%</color>分を回復.NP消費-10"
701301304,テメノス(OD),2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>39%</color>分を回復.NP消費-10"
701301303,テメノス(OD),2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>38%</color>分を回復.NP消費-10"
701301302,テメノス(OD),2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>37%</color>分を回復.NP消費-10"
701301301,テメノス(OD),2,7013003,味方全体を自身の耐久値上限<color=#FFC432>36%</color>分を回復.NP消費-10
701300305,テメノス,2,7013003,味方全体を自身の耐久値上限<color=#FFC432>24%</color>分を回復
701300304,テメノス,2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>23%</color>分を回復"
701300303,テメノス,2,7013003,味方全体を自身の耐久値上限<color=#FFC432>22%</color>分を回復
701300302,テメノス,2,7013003,味方全体を自身の耐久値上限<color=#FFC432>21%</color>分を回復
701300301,テメノス,2,7013003,"味方全体を自身の耐久値上限<color=#FFC432>20%</color>分を回復"
701300205,キュアライト,2,7013002,横一列の味方を自身の耐久値上限<color=#FFC432>22%</color>分を回復
701300204,キュアライト,2,7013002,"横一列の味方を自身の耐久値上限<color=#FFC432>21%</color>分を回復"
701300203,キュアライト,2,7013002,"横一列の味方を自身の耐久値上限<color=#FFC432>20%</color>分を回復"
701300202,キュアライト,2,7013002,横一列の味方を自身の耐久値上限<color=#FFC432>19%</color>分を回復
701300201,キュアライト,2,7013002,"横一列の味方を自身の耐久値上限<color=#FFC432>18%</color>分を回復"
701300105,アークライト,6,7013001,"敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,100%の<skillEff=基礎確率>で対象の防御力-20%"
701300104,アークライト,6,7013001,"敵対象に攻撃力の<color=#FFC432>57.5%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,100%の<skillEff=基礎確率>で対象の防御力-20%"
701300103,アークライト,6,7013001,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,100%の<skillEff=基礎確率>で対象の防御力-20%"
701300102,アークライト,6,7013001,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,100%の<skillEff=基礎確率>で対象の防御力-20%"
701300101,アークライト,6,7013001,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,100%の<skillEff=基礎確率>で対象の防御力-20%"
701101305,テイルウィンド(OD),5,7011003,味方全体の行動順を<color=#FFC432>40%</color>早める.さらに耐久値を自身の耐久値上限<color=#FFC432>20%</color>分を回復
701101304,テイルウィンド(OD),5,7011003,"味方全体の行動順を<color=#FFC432>35%</color>早める.さらに耐久値を自身の耐久値上限<color=#FFC432>20%</color>分を回復"
701101303,テイルウィンド(OD),5,7011003,"味方全体の行動順を<color=#FFC432>35%</color>早める.さらに耐久値を自身の耐久値上限<color=#FFC432>16%</color>分を回復"
701101302,テイルウィンド(OD),5,7011003,"味方全体の行動順を<color=#FFC432>30%</color>早める.さらに耐久値を自身の耐久値上限<color=#FFC432>16%</color>分を回復"
701101301,テイルウィンド(OD),5,7011003,味方全体の行動順を<color=#FFC432>30%</color>早める.さらに耐久値を自身の耐久値上限<color=#FFC432>12%</color>分を回復
701100305,テイルウィンド,5,7011003,"味方全体の行動順を<color=#FFC432>25%</color>早める,さらに耐久値を自身の耐久値上限<color=#FFC432>10%</color>分を回復"
701100304,テイルウィンド,5,7011003,"味方全体の行動順を<color=#FFC432>20%</color>早める,さらに耐久値を自身の耐久値上限<color=#FFC432>10%</color>分を回復"
701100303,テイルウィンド,5,7011003,"味方全体の行動順を<color=#FFC432>20%</color>早める,さらに耐久値を自身の耐久値上限<color=#FFC432>8%</color>分を回復"
701100302,テイルウィンド,5,7011003,"味方全体の行動順を<color=#FFC432>15%</color>早める,さらに耐久値を自身の耐久値上限<color=#FFC432>8%</color>分を回復"
701100301,テイルウィンド,5,7011003,"味方全体の行動順を<color=#FFC432>15%</color>早める,さらに耐久値を自身の耐久値上限<color=#FFC432>6%</color>分を回復"
701100205,タラリアダッシュ,5,7011002,"自分以外の味方対象1名に付与されている<skillEff=妨害効果>をすべて解除し,さらに行動順を<color=#FFC432>50%</color>早める"
701100204,タラリアダッシュ,5,7011002,"自分以外の味方対象1名に付与されている<skillEff=妨害効果>をすべて解除し,さらに行動順を<color=#FFC432>45%</color>早める"
701100203,タラリアダッシュ,5,7011002,"自分以外の味方対象1名に付与されている<skillEff=妨害効果>をすべて解除し,さらに行動順を<color=#FFC432>40%</color>早める"
701100202,タラリアダッシュ,5,7011002,"自分以外の味方対象1名に付与されている<skillEff=妨害効果>をすべて解除し,さらに行動順を<color=#FFC432>35%</color>早める"
701100201,タラリアダッシュ,5,7011002,"自分以外の味方対象1名に付与されている<skillEff=妨害効果>をすべて解除し,さらに行動順を<color=#FFC432>30%</color>早める"
701100105,ケーリュケイオン,6,7011001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701100104,ケーリュケイオン,6,7011001,"敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701100103,ケーリュケイオン,6,7011001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701100102,ケーリュケイオン,6,7011001,"敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701100101,ケーリュケイオン,6,7011001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
701001305,ファイヤーブラスト(OD),6,7009003,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,自身に<skillEff=相転移>を付与,1ターン継続"
701001304,ファイヤーブラスト(OD),6,7009003,"敵対象に攻撃力の<color=#FFC432>97.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,自身に<skillEff=相転移>を付与,1ターン継続"
701001303,ファイヤーブラスト(OD),6,7009003,"敵対象に攻撃力の<color=#FFC432>95%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,自身に<skillEff=相転移>を付与,1ターン継続"
701001302,ファイヤーブラスト(OD),6,7009003,"敵対象に攻撃力の<color=#FFC432>92.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,自身に<skillEff=相転移>を付与,1ターン継続"
701001301,ファイヤーブラスト(OD),6,7009003,"敵対象に攻撃力の<color=#FFC432>90%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,自身に<skillEff=相転移>を付与,1ターン継続"
701000401,機神転送,3,40002,"機神<color=#FFC432>レギオン</color>を転送"
701000305,ファイヤーブラスト,6,7009003,"敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を6回与える"
701000304,ファイヤーブラスト,6,7009003,"敵対象に攻撃力の<color=#FFC432>57.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える"
701000303,ファイヤーブラスト,6,7009003,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を6回与える"
701000302,ファイヤーブラスト,6,7009003,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える"
701000301,ファイヤーブラスト,6,7009003,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を6回与える"
